"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000225760",7.23529181716296,5.18617445629881,1.32055150618053,3.92727919511366,8.59122316555708e-05,0.0200147650512248
"ENSG00000198064",7.87462354580931,4.85179417318818,1.09727103639854,4.42169164431125,9.79311490552475e-06,0.00693382211416927
"ENSG00000181617",15.7862181033968,4.63965807253311,1.22460250627129,3.78870535440933,0.000151434388661051,0.02786035032335
"ENSG00000211973",163.09389966873,3.98128266650161,1.13297320331609,3.51401308949657,0.000441391062006988,0.0417534500558432
"ENSG00000109255",30.9408503290719,3.68270125516255,1.02194750124661,3.60361099828539,0.00031382663572435,0.0354722432659495
"ENSG00000117322",57.3842879306399,3.36831150837501,0.735390877570394,4.58030091358127,4.64307408724323e-06,0.00482358393874466
"ENSG00000106178",8.76280513065578,2.95011163860318,0.956811177806079,3.08327463875123,0.00204736113258724,0.0799066093034699
"ENSG00000196092",13.6254795368928,2.78591556780918,0.904195123121964,3.0810999711988,0.00206237391671276,0.0800454594086274
"ENSG00000181143",80.2376116489258,2.78191621419159,0.563386194284068,4.93784945817984,7.89887787897228e-07,0.00184557281642187
"ENSG00000091482",5.35615160335558,2.78137613917938,0.930042116309,2.99059159838659,0.00278437607276543,0.0904231877811124
"ENSG00000239263",6.88109902639057,2.59937587031945,0.822090552818904,3.1619094288413,0.00156738306087364,0.07353796228376
"ENSG00000235049",18.0583421800474,2.55317764908548,0.838826367743852,3.04374987156476,0.00233649316657392,0.0836732856051478
"ENSG00000226958",13.75092412026,2.42087675603516,0.62450568951987,3.87646869622016,0.000105983438098962,0.0221615430065708
"ENSG00000243543",16.3027962308413,2.41013897070737,0.615397487113959,3.91639390991057,8.98833424286972e-05,0.020157789766063
"ENSG00000170627",7.52967450722926,2.39052206850903,0.759073567768051,3.14926269338823,0.00163682986430384,0.0742612228727361
"ENSG00000092054",453.325042563174,2.38942289960305,0.599066032088816,3.98858017583077,6.6469937926801e-05,0.0178513804558587
"ENSG00000164756",25.739264036407,2.38097522429403,0.643209015503617,3.70171307755969,0.000214148707162437,0.0322811905990344
"ENSG00000129991",67.8639136486299,2.36704219828472,0.655575545808415,3.61063223516953,0.000305451520663634,0.0354722432659495
"ENSG00000118194",104.67646736764,2.36599294572206,0.64977463298558,3.64125163651098,0.000271315786098679,0.0342664504983548
"ENSG00000135824",98.1438826737897,2.35544148233697,0.683625571045931,3.44551400956696,0.000569974421249329,0.0475623298303235
"ENSG00000111245",179.46219408416,2.35153849498339,0.599483731316249,3.92260602271935,8.75963260148645e-05,0.0200655701699736
"ENSG00000205678",27.1407386136648,2.3457102290946,0.699729011509517,3.35231238166648,0.000801395387601149,0.055727985807443
"ENSG00000115593",10.1355737809423,2.32320673399972,0.692818317706039,3.35326978895707,0.000798628193354418,0.055727985807443
"ENSG00000230937",22.8760532220829,2.29941320823259,0.646527113434347,3.55656114098313,0.000375741063217472,0.0382344925346019
"ENSG00000156738",155.370832279437,2.29394123059326,0.736964623431546,3.11268839460967,0.0018539164615554,0.0763061570047766
"ENSG00000226864",78.7171504723839,2.26195587085245,0.617195308361776,3.66489479133659,0.000247440279176604,0.0331688582561788
"ENSG00000104921",20.9631191080435,2.18685360000449,0.741208575952022,2.95038896061835,0.0031737410195606,0.0952963281675685
"ENSG00000129170",25.8028182632882,2.18088055633345,0.72834592606392,2.99429224258757,0.00275082324803467,0.0898202804853815
"ENSG00000134571",68.3331458105843,2.11562805241745,0.605664106296339,3.4930715398583,0.000477498568042347,0.0430328129324071
"ENSG00000152611",54.1545916993053,2.11231277043666,0.716418655023017,2.9484335110855,0.00319388835293664,0.0955196762315735
"ENSG00000145708",502.97011939253,2.0839946086409,0.62568444878363,3.33074381613977,0.000866142745783269,0.056957341116137
"ENSG00000198125",231.601713230716,2.08284250299117,0.455067815549778,4.57699365197874,4.71705768157384e-06,0.00482358393874466
"ENSG00000115474",72.9108210480946,2.07523038704886,0.556868058327143,3.72661056064689,0.00019407196421005,0.030601342855451
"ENSG00000253570",47.216926341867,1.99836446420193,0.603356705369865,3.31207799037704,0.000926057255686926,0.0589572964008856
"ENSG00000172927",23.9659064054375,1.98508585941341,0.609871464013934,3.25492497443373,0.00113422324479082,0.0621747308728133
"ENSG00000160808",108.784262953111,1.95582418466207,0.535641422751102,3.65136843714733,0.000260846714067641,0.0336722843877925
"ENSG00000105675",85.3939082302631,1.91502728357914,0.643959678310889,2.97383104576092,0.00294106965597985,0.0926119845174787
"ENSG00000249014",11.0603292640668,1.89176956461276,0.525803792467351,3.59786215260177,0.000320843577960162,0.0354722432659495
"ENSG00000265542",5.39448796048379,1.87461079776919,0.551457809819965,3.39937301528325,0.000675405344547339,0.0512365125823005
"ENSG00000197893",52.7590308838317,1.84048097371443,0.500292586483441,3.67880920773017,0.000234325477108281,0.0329789894383044
"ENSG00000104879",252.609143581568,1.82677321428328,0.409820646176362,4.45749434863061,8.29232225921409e-06,0.00645833698621791
"ENSG00000019505",363.446886138811,1.7925499055216,0.516396534378047,3.47126633543459,0.000518009940696983,0.0451808602010544
"ENSG00000254153",60.0198243525728,1.77561080140007,0.571640903008166,3.10616471294515,0.00189531110306255,0.0771497280889488
"ENSG00000218418",29.0703818886366,1.76283185977757,0.512490623472578,3.43973485374781,0.000582284337770548,0.0477855004764762
"ENSG00000077009",18.6794758649402,1.75941081572969,0.496174954685276,3.54594845853452,0.0003912027142809,0.0387307263524289
"ENSG00000109061",63.8152706343918,1.721709673605,0.591395937814935,2.91126394943851,0.00359969785182282,0.0995343249234679
"ENSG00000262497",5.70859090570502,1.71960116584785,0.543649283032934,3.16307078757553,0.00156114366581344,0.07353796228376
"ENSG00000105048",51.8343685531581,1.63913074079165,0.535942417834114,3.05840830329462,0.00222516166730826,0.0824752037324921
"ENSG00000156885",17.1326689107779,1.628197788141,0.543821924086634,2.99399070913813,0.00275354329199537,0.0898202804853815
"ENSG00000167476",20.9865714185541,1.62256881835047,0.436656897509121,3.71588958655251,0.000202489999125153,0.0313323101295311
"ENSG00000267868",77.1725892751453,1.60572982250599,0.454972180586357,3.52929231944812,0.000416672601965835,0.0398998169874252
"ENSG00000266767",25.9428956910296,1.53491329663418,0.426121670864747,3.60205406479166,0.00031571268099753,0.0354722432659495
"ENSG00000186439",22.9763636824846,1.52789693264028,0.506842516901709,3.0145397864019,0.00257369452343589,0.0873217987829168
"ENSG00000229204",15.9702793069157,1.51932540544393,0.484656952182324,3.13484702654666,0.00171943748763702,0.0752334398850915
"ENSG00000156510",490.561665102683,1.43815909703648,0.44845061294596,3.20695090054385,0.00134149889982494,0.0693454022000214
"ENSG00000143632",338.742050350374,1.41470453378457,0.480336689189868,2.94523521859345,0.00322709227108677,0.0957848440338793
"ENSG00000102743",501.407135992362,1.36447858369257,0.369286408259556,3.69490604900232,0.0002199681078326,0.0324358292288702
"ENSG00000154319",4923.06331738645,1.363016621777,0.364475421208459,3.73966677165161,0.000184264364008892,0.0303192736976603
"ENSG00000106003",659.553371483885,1.36004750115171,0.390004388391439,3.48726204533539,0.000487992960845784,0.0431892254930369
"ENSG00000224885",23.1910419463624,1.33328701986307,0.396044799839641,3.36650555796444,0.000761270481118413,0.054729491665636
"ENSG00000188039",168.98583322058,1.31244780496839,0.438394223270226,2.99376163120517,0.002755611378256,0.0898202804853815
"ENSG00000112562",2237.22284837289,1.29787266336188,0.411213623783039,3.15620054467517,0.00159838920873039,0.0735935778545812
"ENSG00000102760",4765.68760922373,1.27553520400733,0.408062320165701,3.12583431738902,0.00177301412244402,0.0755957572461763
"ENSG00000235043",26.2952370445328,1.26879828266279,0.381929853044568,3.3220715074994,0.000893517919527327,0.0576240400581874
"ENSG00000141639",660.05112784229,1.26060279407189,0.395927694532016,3.18392173995789,0.00145294288340304,0.0709988559559487
